,filename,len_in_sec,sr,num_hops,OVRL_raw,SIG_raw,BAK_raw,OVRL,SIG,BAK,P808_MOS
0,../../data/deepfilter_out/mixed_0dB_DeepFilterNet3.wav,10.0,16000,1,2.869641,3.2616267,3.4582677,2.6898160344175386,3.093846759921904,3.594134600971519,3.402583
1,../../data/deepfilter_out/mixed_10dB_DeepFilterNet3.wav,10.0,16000,1,3.8597531,4.032594,4.4788823,3.343423489434163,3.562844414108963,4.169842376461761,3.9902134
2,../../data/deepfilter_out/mixed_-5dB_DeepFilterNet3.wav,10.0,16000,1,2.0331447,2.3229876,3.1516747,2.034230153401537,2.3880990433768248,3.367614102016082,3.3607442
3,../../data/deepfilter_out/mixed_5dB_DeepFilterNet3.wav,10.0,16000,1,3.5355341,3.7248678,4.298428,3.1440033233114035,3.387617663605984,4.0880142194408675,3.8243823
