,filename,len_in_sec,sr,num_hops,OVRL_raw,SIG_raw,BAK_raw,OVRL,SIG,BAK,P808_MOS
0,../../data/mixed/mixed_0dB.wav,10.0,16000,1,1.1943284,1.5782845,1.1762999,1.2817408864773636,1.7229013287680002,1.314615821330545,2.4326723
1,../../data/mixed/mixed_-5dB.wav,10.0,16000,1,0.9837314,1.0406274,1.0458804,1.0778637914367537,1.184748348729682,1.1429103244780827,2.2906284
2,../../data/mixed/mixed_10dB.wav,10.0,16000,1,2.271112,3.8729806,1.8844934,2.230369067365735,3.4739417986139443,2.1687990084487403,2.8632405
3,../../data/mixed/mixed_5dB.wav,10.0,16000,1,1.8520159,3.5343795,1.5656652,1.8798026363457607,3.271179694540844,1.8005918825295761,2.4932897
